URL,HTTP code,Type
http://www.compandsave.com/HP_PSC_1210Xi_Printer_Ink_Toner_s/,404,HTTP codes 400-499
http://www.compandsave.com/HP_PSC_1350_Printer_Ink_Toner_s/,404,HTTP codes 400-499
http://www.compandsave.com/HP_PSC_1410_All-in-One_Ink_Cartridges_s/,404,HTTP codes 400-499
http://www.compandsave.com/HP_PSC_1410v_All_in_One_Ink_Cartridges_s/,404,HTTP codes 400-499
http://www.compandsave.com/HP_PSC_1410xi_All-in-One_Ink_Cartridges_s/,404,HTTP codes 400-499
http://www.compandsave.com/HP_PSC_2100_Printer_Ink_Toner_s/,404,HTTP codes 400-499
http://www.compandsave.com/HP_PSC_2210Xi_Ink_Cartridges_s/,404,HTTP codes 400-499
http://www.compandsave.com/HP_PSC_2355_Printer_Ink_Toner_s/,404,HTTP codes 400-499
http://www.compandsave.com/HP_PSC_700_Printer_Ink_Toner_s/,404,HTTP codes 400-499
http://www.compandsave.com/HP_PSC_750_Ink_Cartridges_s/,404,HTTP codes 400-499
http://www.compandsave.com/HP_PhotoSmart_2410_Printer_Ink_Toner_s/,404,HTTP codes 400-499
http://www.compandsave.com/HP_PhotoSmart_7760_Printer_Ink_Toner_s/,404,HTTP codes 400-499
http://www.compandsave.com/HP_PhotoSmart_A316_Ink_and_Toner_Cartridges_s/,404,HTTP codes 400-499
http://www.compandsave.com/HP_PhotoSmart_A536_Ink_Cartridges_s/,404,HTTP codes 400-499
http://www.compandsave.com/HP_PhotoSmart_C4110_Printer_Ink_Toner_s/,404,HTTP codes 400-499
http://www.compandsave.com/Hasler_WJ150_Ink_Cartridges_s/,404,HTTP codes 400-499
http://www.compandsave.com/Kodak_ESP_5_Printer_Ink_Toner_s/,404,HTTP codes 400-499
http://www.compandsave.com/Kodak_ESP_7250_Ink_Cartridges_s/,404,HTTP codes 400-499
http://www.compandsave.com/Kodak_Hero_6.1_Ink_Cartridges_s/,404,HTTP codes 400-499
http://www.compandsave.com/Kodak_Printer_Ink_Cartridges_s/,404,HTTP codes 400-499
http://www.compandsave.com/Lexmark_C520n_Toner_Cartridges_s/,404,HTTP codes 400-499
http://www.compandsave.com/Lexmark_C524_Laser_Toner_Cartridges_s/,404,HTTP codes 400-499
